xhb,0,602,0,,0,Frequency,Cumulative %
km3,0,602,,,,,
wei,0,602,,,,,
kmc,0,602,,,,,
km2,0,602,,,,,
99,0,602,,,,,
wee,153,602,,,,,
wef,23,602,,,,,
wej,14,602,,,,,
kmk,0,602,,,,,
wek,1,602,,,,,
kmd,33,602,,,,,
9c,1,602,,,,,
999,150,602,,,,,
wen,138,602,,,,,
9am,3,602,,,,,
wer,0,602,,,,,
kmn,2,602,,,,,
9d3,0,602,,,,,
kmr,0,602,,,,,
kmp,0,602,,,,,
kmv,0,602,,,,,
wew,1,602,,,,,
a03,0,602,,,,,
wes,266,602,,,,,
kmx,0,602,,,,,
a,21,602,,,,,
a0x,0,602,,,,,
a10,0,602,,,,,
wex,6,602,,,,,
wf,0,602,,,,,
a11,0,602,,,,,
kn,2,602,,,,,
knb,0,602,,,,,
wey,0,602,,,,,
wfe,0,602,,,,,
a12,0,602,,,,,
knp,1,602,,,,,
a13,7,602,,,,,
a14,0,602,,,,,
kns,310,602,,,,,
knk,196,602,,,,,
wfh,1,602,,,,,
wfg,1,602,,,,,
wff,0,602,,,,,
wfn,0,602,,,,,
a1m,19,602,,,,,
wfp,1,602,,,,,
knz,7,602,,,,,
knt,0,602,,,,,
wfq,50,602,,,,,
a2,99,602,,,,,
ko,13,602,,,,,
a20,11,602,,,,,
a21,0,602,,,,,
a2k,0,602,,,,,
ko4,6,602,,,,,
a2e,9,602,,,,,
ko1,0,602,,,,,
wfu,284,602,,,,,
wg,20,602,,,,,
wgb,75,602,,,,,
wgf,0,602,,,,,
a3,5,602,,,,,
kod,3,602,,,,,
a33,0,602,,,,,
kob,0,602,,,,,
koc,2,602,,,,,
kof,0,602,,,,,
wgh,0,602,,,,,
wgg,2,602,,,,,
a3a,6,602,,,,,
koh,1,602,,,,,
kog,1,602,,,,,
a3t,11,602,,,,,
wgs,0,602,,,,,
koi,2,602,,,,,
a4,14,602,,,,,
wgl,462,602,,,,,
a4m,0,602,,,,,
koj,0,602,,,,,
wh,2,602,,,,,
kok,0,602,,,,,
a45,20,602,,,,,
whb,16,602,,,,,
a5,1,602,,,,,
whg,3,602,,,,,
whc,4,602,,,,,
whf,19,602,,,,,
whq,0,602,,,,,
whh,12,602,,,,,
whl,0,602,,,,,
whj,30,602,,,,,
whm,2,602,,,,,
whw,0,602,,,,,
whx,0,602,,,,,
who,20,602,,,,,
wht,13,602,,,,,
whu,50,602,,,,,
wi,0,602,,,,,
whz,0,602,,,,,
why,20,602,,,,,
wii,0,602,,,,,
whs,145,602,,,,,
wie,0,602,,,,,
wid,34,602,,,,,
wim,0,602,,,,,
wik,0,602,,,,,
wil,0,602,,,,,
wis,0,602,,,,,
wiq,1,602,,,,,
wiy,1,602,,,,,
win,21,602,,,,,
wix,0,602,,,,,
wj,2,602,,,,,
wit,442,602,,,,,
wjf,0,602,,,,,
wjd,0,602,,,,,
wj3,0,602,,,,,
wiz,375,602,,,,,
wjb,65,602,,,,,
wjm,0,602,,,,,
wjc,210,602,,,,,
wjg,0,602,,,,,
wjn,1,602,,,,,
wjp,0,602,,,,,
wjh,45,602,,,,,
wjj,138,602,,,,,
wjv,0,602,,,,,
wjl,49,602,,,,,
wjq,49,602,,,,,
a5a,0,602,,,,,
a6,0,602,,,,,
wjs,53,602,,,,,
wjt,2,602,,,,,
kol,1,602,,,,,
kon,12,602,,,,,
kop,1,602,,,,,
a7,3,602,,,,,
koo,2,602,,,,,
a8,0,602,,,,,
kor,0,602,,,,,
kos,0,602,,,,,
a9,18,602,,,,,
a7x,83,602,,,,,
kov,0,602,,,,,
a9r,111,602,,,,,
aa2,9,602,,,,,
aa3,0,602,,,,,
kot,29,602,,,,,
aa,21,602,,,,,
kou,8,602,,,,,
aaa,0,602,,,,,
kox,1,602,,,,,
koy,1,602,,,,,
aab,0,602,,,,,
aa4,57,602,,,,,
kow,76,602,,,,,
aad,0,602,,,,,
kp2,2,602,,,,,
kp,21,602,,,,,
aac,21,602,,,,,
aaj,1,602,,,,,
kpi,1,602,,,,,
aah,5,602,,,,,
kpk,0,602,,,,,
kpg,5,602,,,,,
aak,0,602,,,,,
aag,0,602,,,,,
kpc,508,602,,,,,
kps,0,602,,,,,
aan,0,602,,,,,
kpn,162,602,,,,,
aal,2,602,,,,,
aap,0,602,,,,,
kpz,0,602,,,,,
kpp,24,602,,,,,
kpy,7,602,,,,,
kqq,0,602,,,,,
aar,1,602,,,,,
aaq,4,602,,,,,
aas,3,602,,,,,
kr,0,602,,,,,
kq2,256,602,,,,,
aay,7,602,,,,,
aaz,0,602,,,,,
ab,0,602,,,,,
kr0,3,602,,,,,
krc,0,602,,,,,
ab3,0,602,,,,,
krk,0,602,,,,,
ab1,2,602,,,,,
krp,1,602,,,,,
kry,0,602,,,,,
abb,1,602,,,,,
krt,310,602,,,,,
ab7,5,602,,,,,
ks,0,602,,,,,
abd,0,602,,,,,
aba,56,602,,,,,
krv,147,602,,,,,
abc,0,602,,,,,
abg,0,602,,,,,
abe,1,602,,,,,
ks2,2,602,,,,,
abj,0,602,,,,,
kse,0,602,,,,,
abi,1,602,,,,,
ksf,0,602,,,,,
ksa,127,602,,,,,
ksg,0,602,,,,,
abl,3,602,,,,,
ksc,133,602,,,,,
ksh,0,602,,,,,
ksi,0,602,,,,,
abo,0,602,,,,,
abk,11,602,,,,,
ksp,0,602,,,,,
abp,0,602,,,,,
ksm,0,602,,,,,
ksk,29,602,,,,,
abm,1,602,,,,,
abs,194,602,,,,,
abq,397,602,,,,,
ksl,18,602,,,,,
ksr,0,602,,,,,
ksu,0,602,,,,,
wjw,40,602,,,,,
ksy,0,602,,,,,
wjx,97,602,,,,,
ksx,3,602,,,,,
kt,0,602,,,,,
wjy,118,602,,,,,
ksz,78,602,,,,,
wk,2,602,,,,,
kth,0,602,,,,,
wkd,2,602,,,,,
wkc,22,602,,,,,
wkk,0,602,,,,,
wjz,55,602,,,,,
wkl,83,602,,,,,
kt2,2,602,,,,,
ktn,2,602,,,,,
ktk,2,602,,,,,
ktp,0,602,,,,,
wkp,1,602,,,,,
ktr,0,602,,,,,
wks,0,602,,,,,
wkq,155,602,,,,,
wkx,0,602,,,,,
ktu,0,602,,,,,
kua,0,602,,,,,
kts,3,602,,,,,
ku,2,602,,,,,
kub,0,602,,,,,
wl,0,602,,,,,
wkw,0,602,,,,,
wku,17,602,,,,,
kud,1,602,,,,,
wl2,0,602,,,,,
kul,0,602,,,,,
wky,22,602,,,,,
wl9,7,602,,,,,
kum,2,602,,,,,
kui,7,602,,,,,
wlg,5,602,,,,,
wli,1,602,,,,,
kue,7,602,,,,,
wlh,44,602,,,,,
wl3,0,602,,,,,
kux,0,602,,,,,
kun,65,602,,,,,
kv,0,602,,,,,
wlj,151,602,,,,,
kuo,155,602,,,,,
wll,6,602,,,,,
wlk,27,602,,,,,
kuz,5,602,,,,,
wlp,0,602,,,,,
kvb,0,602,,,,,
kv1,48,602,,,,,
wlm,144,602,,,,,
wlr,0,602,,,,,
wln,7,602,,,,,
kv7,42,602,,,,,
wls,0,602,,,,,
kve,0,602,,,,,
kvk,0,602,,,,,
kvc,165,602,,,,,
wlw,15,602,,,,,
wly,90,602,,,,,
kvg,21,602,,,,,
kvj,8,602,,,,,
wm,0,602,,,,,
kvm,47,602,,,,,
wlz,12,602,,,,,
kw,1,602,,,,,
wlx,177,602,,,,,
kvy,20,602,,,,,
wm2,2,602,,,,,
wmc,3,602,,,,,
wmh,1,602,,,,,
wmg,5,602,,,,,
kwu,70,602,,,,,
kwy,0,602,,,,,
kwx,6,602,,,,,
kww,368,602,,,,,
wmj,12,602,,,,,
wmk,48,602,,,,,
kxg,1,602,,,,,
kxb,0,602,,,,,
wml,95,602,,,,,
kxf,2,602,,,,,
wmr,2,602,,,,,
wms,2,602,,,,,
kxj,0,602,,,,,
wmm,0,602,,,,,
abt,1,602,,,,,
ac2,0,602,,,,,
acd,0,602,,,,,
abu,159,602,,,,,
aby,153,602,,,,,
acg,0,602,,,,,
ac,3,602,,,,,
ach,0,602,,,,,
aco,1,602,,,,,
acc,1,602,,,,,
ace,130,602,,,,,
ack,32,602,,,,,
acp,3,602,,,,,
ad3,0,602,,,,,
ad,0,602,,,,,
acs,2,602,,,,,
acm,69,602,,,,,
acw,164,602,,,,,
adc,143,602,,,,,
ad2,27,602,,,,,
ada,44,602,,,,,
add,0,602,,,,,
ade,0,602,,,,,
adf,0,602,,,,,
acx,4,602,,,,,
adm,0,602,,,,,
adl,0,602,,,,,
adg,44,602,,,,,
adi,14,602,,,,,
ado,1,602,,,,,
adk,20,602,,,,,
adt,0,602,,,,,
adu,0,602,,,,,
aee,0,602,,,,,
ady,0,602,,,,,
adx,0,602,,,,,
ads,69,602,,,,,
ael,0,602,,,,,
aem,1,602,,,,,
aep,0,602,,,,,
ae,2,602,,,,,
aex,0,602,,,,,
af,0,602,,,,,
kxk,0,602,,,,,
aed,35,602,,,,,
af1,0,602,,,,,
afa,0,602,,,,,
afh,0,602,,,,,
aer,17,602,,,,,
af3,2,602,,,,,
wmx,11,602,,,,,
kxt,0,602,,,,,
wn,0,602,,,,,
kxm,0,602,,,,,
kxw,0,602,,,,,
wmy,50,602,,,,,
afi,5,602,,,,,
wmz,205,602,,,,,
ky,0,602,,,,,
ky2,0,602,,,,,
wna,0,602,,,,,
wn2,2,602,,,,,
afj,93,602,,,,,
aft,3,602,,,,,
wnc,4,602,,,,,
afl,0,602,,,,,
kyb,1,602,,,,,
ky3,2,602,,,,,
afv,0,602,,,,,
wnf,79,602,,,,,
kyc,0,602,,,,,
wnq,0,602,,,,,
ag,4,602,,,,,
kye,0,602,,,,,
wnr,0,602,,,,,
agd,0,602,,,,,
wny,16,602,,,,,
wo,0,602,,,,,
kyi,4,602,,,,,
agb,5,602,,,,,
kyj,1,602,,,,,
aga,30,602,,,,,
age,0,602,,,,,
kym,0,602,,,,,
agg,0,602,,,,,
wok,123,602,,,,,
won,0,602,,,,,
agi,0,602,,,,,
kyl,178,602,,,,,
kyq,0,602,,,,,
kyr,0,602,,,,,
agm,9,602,,,,,
ago,1,602,,,,,
wor,1,602,,,,,
woo,10,602,,,,,
wot,1,602,,,,,
kyt,0,602,,,,,
kyo,5,602,,,,,
agr,79,602,,,,,
woy,0,602,,,,,
ags,0,602,,,,,
agu,0,602,,,,,
wow,187,602,,,,,
agz,0,602,,,,,
kyu,51,602,,,,,
kyw,10,602,,,,,
woz,88,602,,,,,
kyy,0,602,,,,,
ah,0,602,,,,,
wp2,0,602,,,,,
wp,23,602,,,,,
wpf,1,602,,,,,
kz,128,602,,,,,
ah2,29,602,,,,,
aha,214,602,,,,,
wpc,235,602,,,,,
wph,0,602,,,,,
kz2,315,602,,,,,
kz7,21,602,,,,,
ahc,2,602,,,,,
l,0,602,,,,,
kze,10,602,,,,,
l01,1,602,,,,,
ahb,131,602,,,,,
wpj,7,602,,,,,
ahd,34,602,,,,,
l10,0,602,,,,,
wpi,65,602,,,,,
ahe,2,602,,,,,
wpp,1,602,,,,,
l12,0,602,,,,,
wpq,11,602,,,,,
ahn,0,602,,,,,
l11,4,602,,,,,
ahh,6,602,,,,,
wpw,0,602,,,,,
l13,23,602,,,,,
wps,182,602,,,,,
aho,57,602,,,,,
ahu,3,602,,,,,
l14,0,602,,,,,
wpy,1,602,,,,,
wpz,0,602,,,,,
l21,0,602,,,,,
ai2,0,602,,,,,
ai,3,602,,,,,
l2,25,602,,,,,
wq,0,602,,,,,
ail,0,602,,,,,
wq2,1,602,,,,,
l23,4,602,,,,,
aim,0,602,,,,,
wq3,0,602,,,,,
ai3,89,602,,,,,
l2m,4,602,,,,,
ain,0,602,,,,,
l2c,157,602,,,,,
l2x,40,602,,,,,
wqh,28,602,,,,,
air,386,602,,,,,
wqf,178,602,,,,,
l3,31,602,,,,,
wqi,0,602,,,,,
l35,5,602,,,,,
wqj,6,602,,,,,
ais,18,602,,,,,
l4,0,602,,,,,
l5,0,602,,,,,
aj,0,602,,,,,
aix,73,602,,,,,
l6,0,602,,,,,
wql,3,602,,,,,
wqs,0,602,,,,,
xfu,0,602,,,,,
wqq,0,602,,,,,
aj3,0,602,,,,,
aj2,76,602,,,,,
l7,1,602,,,,,
wqx,61,602,,,,,
wqw,0,602,,,,,
aiz,211,602,,,,,
l8,1,602,,,,,
l78,145,602,,,,,
aj4,0,602,,,,,
l9,0,602,,,,,
wri,0,602,,,,,
la2,0,602,,,,,
l9m,8,602,,,,,
la,27,602,,,,,
wr,0,602,,,,,
wqy,11,602,,,,,
wrk,1,602,,,,,
wrb,110,602,,,,,
laa,0,602,,,,,
wrr,0,602,,,,,
wrq,0,602,,,,,
wrs,1,602,,,,,
lad,0,602,,,,,
lac,0,602,,,,,
lab,20,602,,,,,
lah,0,602,,,,,
wrt,115,602,,,,,
wrz,0,602,,,,,
wry,0,602,,,,,
lak,0,602,,,,,
lai,37,602,,,,,
lal,0,602,,,,,
ws,0,602,,,,,
lam,0,602,,,,,
ws2,1,602,,,,,
ws3,0,602,,,,,
ws4,0,602,,,,,
wsa,1,602,,,,,
lan,25,602,,,,,
wsc,0,602,,,,,
lao,124,602,,,,,
lar,1,602,,,,,
wsd,0,602,,,,,
las,0,602,,,,,
lau,0,602,,,,,
lav,0,602,,,,,
wsf,2,602,,,,,
wsj,2,602,,,,,
laq,3,602,,,,,
law,4,602,,,,,
wsl,2,602,,,,,
wsq,0,602,,,,,
laz,0,602,,,,,
lax,152,602,,,,,
wso,8,602,,,,,
wsn,153,602,,,,,
lay,70,602,,,,,
lb,1,602,,,,,
wss,0,602,,,,,
wsr,188,602,,,,,
lbc,2,602,,,,,
lbf,0,602,,,,,
lba,4,602,,,,,
wsu,13,602,,,,,
lbi,0,602,,,,,
wsw,105,602,,,,,
wst,2,602,,,,,
wsx,5,602,,,,,
lbj,0,602,,,,,
lbk,0,602,,,,,
lbp,0,602,,,,,
lbl,0,602,,,,,
wt,19,602,,,,,
wsz,38,602,,,,,
lbq,0,602,,,,,
wsy,7,602,,,,,
wt3,0,602,,,,,
wt2,0,602,,,,,
wt4,0,602,,,,,
wtf,0,602,,,,,
lbs,0,602,,,,,
lbr,108,602,,,,,
wtg,0,602,,,,,
lbt,47,602,,,,,
lbw,0,602,,,,,
lbx,0,602,,,,,
lc0,0,602,,,,,
wth,16,602,,,,,
wtj,8,602,,,,,
lc,175,602,,,,,
wtp,0,602,,,,,
lca,2,602,,,,,
lcb,193,602,,,,,
wtk,10,602,,,,,
lcd,0,602,,,,,
wtl,132,602,,,,,
wtq,0,602,,,,,
lcc,0,602,,,,,
wtr,7,602,,,,,
wts,6,602,,,,,
aj6,0,602,,,,,
aj5,0,602,,,,,
aj9,0,602,,,,,
lcf,5,602,,,,,
wtu,407,602,,,,,
aj7,0,602,,,,,
aja,0,602,,,,,
ajc,0,602,,,,,
ajj,0,602,,,,,
aji,0,602,,,,,
ajm,0,602,,,,,
ajd,54,602,,,,,
ajk,1,602,,,,,
ajl,160,602,,,,,
ajo,0,602,,,,,
ak0,0,602,,,,,
ajs,4,602,,,,,
ajw,51,602,,,,,
akb,16,602,,,,,
aka,47,602,,,,,
ak,0,602,,,,,
ake,1,602,,,,,
aki,0,602,,,,,
akg,1,602,,,,,
akd,0,602,,,,,
akn,0,602,,,,,
akk,0,602,,,,,
akq,0,602,,,,,
akt,0,602,,,,,
akj,72,602,,,,,
akv,0,602,,,,,
akp,54,602,,,,,
akw,5,602,,,,,
akz,0,602,,,,,
aks,1,602,,,,,
al3,1,602,,,,,
aky,0,602,,,,,
al,149,602,,,,,
al2,151,602,,,,,
al7,0,602,,,,,
al5,22,602,,,,,
al6,4,602,,,,,
al4,3,602,,,,,
ala,0,602,,,,,
al9,1,602,,,,,
ald,0,602,,,,,
lcg,0,602,,,,,
alf,0,602,,,,,
ale,2,602,,,,,
lch,0,602,,,,,
alb,62,602,,,,,
wtw,21,602,,,,,
wu,0,602,,,,,
wty,8,602,,,,,
alh,0,602,,,,,
ali,5,602,,,,,
lcj,4,602,,,,,
lck,2,602,,,,,
all,4,602,,,,,
lcl,0,602,,,,,
aln,0,602,,,,,
wu1,151,602,,,,,
lcm,0,602,,,,,
alp,37,602,,,,,
wu2,17,602,,,,,
wu3,82,602,,,,,
wu4,0,602,,,,,
als,5,602,,,,,
lcn,173,602,,,,,
wu5,0,602,,,,,
lcp,1,602,,,,,
alt,14,602,,,,,
wu6,0,602,,,,,
lco,229,602,,,,,
wu7,84,602,,,,,
alw,38,602,,,,,
alu,10,602,,,,,
lcq,108,602,,,,,
alx,30,602,,,,,
aly,1,602,,,,,
wu8,8,602,,,,,
wu9,0,602,,,,,
lcr,18,602,,,,,
lcs,1,602,,,,,
am,61,602,,,,,
wub,0,602,,,,,
lcw,2,602,,,,,
am0,1,602,,,,,
wuk,0,602,,,,,
ama,0,602,,,,,
lcx,36,602,,,,,
wun,0,602,,,,,
amb,0,602,,,,,
wup,0,602,,,,,
ld7,0,602,,,,,
lcy,23,602,,,,,
wut,0,602,,,,,
ame,5,602,,,,,
amc,4,602,,,,,
ld,2,602,,,,,
wuw,0,602,,,,,
ldb,1,602,,,,,
ldd,13,602,,,,,
wvz,0,602,,,,,
amg,4,602,,,,,
ami,0,602,,,,,
amj,0,602,,,,,
wv,5,602,,,,,
ldk,1,602,,,,,
amk,0,602,,,,,
ldo,0,602,,,,,
ldm,28,602,,,,,
ww,41,602,,,,,
ww2,0,602,,,,,
ldp,0,602,,,,,
amm,0,602,,,,,
ldr,0,602,,,,,
wwc,0,602,,,,,
lds,0,602,,,,,
amp,0,602,,,,,
wwd,0,602,,,,,
amo,4,602,,,,,
amr,0,602,,,,,
wwb,6,602,,,,,
wwh,0,602,,,,,
ams,1,602,,,,,
ldw,1,602,,,,,
ldu,13,602,,,,,
ldy,6,602,,,,,
wwk,0,602,,,,,
wwj,113,602,,,,,
wwl,0,602,,,,,
amu,5,602,,,,,
amv,121,602,,,,,
ldz,123,602,,,,,
le2,0,602,,,,,
wwn,3,602,,,,,
amy,0,602,,,,,
amx,26,602,,,,,
le,100,602,,,,,
amz,0,602,,,,,
wwp,0,602,,,,,
an,0,602,,,,,
wwq,2,602,,,,,
le4,1,602,,,,,
wws,2,602,,,,,
le3,5,602,,,,,
le5,16,602,,,,,
an2,65,602,,,,,
wwx,0,602,,,,,
an3,2,602,,,,,
wwt,0,602,,,,,
le6,7,602,,,,,
le7,0,602,,,,,
wwy,0,602,,,,,
an4,200,602,,,,,
wwz,0,602,,,,,
an5,7,602,,,,,
le8,0,602,,,,,
an7,9,602,,,,,
lea,0,602,,,,,
wx,2,602,,,,,
an8,0,602,,,,,
an9,1,602,,,,,
leb,1,602,,,,,
le9,0,602,,,,,
led,4,602,,,,,
wx0,26,602,,,,,
wxc,41,602,,,,,
wxb,0,602,,,,,
anc,0,602,,,,,
and,0,602,,,,,
wxd,1,602,,,,,
ana,175,602,,,,,
lee,254,602,,,,,
leh,0,602,,,,,
ane,0,602,,,,,
wxf,11,602,,,,,
ang,1,602,,,,,
wxg,4,602,,,,,
lei,157,602,,,,,
lej,11,602,,,,,
wxh,4,602,,,,,
anh,0,602,,,,,
wxj,43,602,,,,,
wxk,1,602,,,,,
lel,80,602,,,,,
wxp,98,602,,,,,
wxm,1,602,,,,,
wxq,3,602,,,,,
wxl,5,602,,,,,
wxs,0,602,,,,,
wxy,270,602,,,,,
wxt,3,602,,,,,
wxr,148,602,,,,,
wyb,22,602,,,,,
wxz,205,602,,,,,
wxw,28,602,,,,,
wy,2,602,,,,,
wyc,0,602,,,,,
wyf,0,602,,,,,
wyk,0,602,,,,,
wyd,37,602,,,,,
wyh,117,602,,,,,
wyj,24,602,,,,,
wyl,123,602,,,,,
wyn,0,602,,,,,
wys,1,602,,,,,
wyq,380,602,,,,,
wyp,338,602,,,,,
wyt,1,602,,,,,
wyy,0,602,,,,,
wyw,18,602,,,,,
wyx,13,602,,,,,
wza,7,602,,,,,
wz,67,602,,,,,
wyz,220,602,,,,,
wzb,1,602,,,,,
wzc,3,602,,,,,
wzg,0,602,,,,,
wzf,0,602,,,,,
wzd,57,602,,,,,
wzh,55,602,,,,,
wzk,1,602,,,,,
wzj,294,602,,,,,
wzl,6,602,,,,,
wzq,4,602,,,,,
wzp,167,602,,,,,
wzr,1,602,,,,,
wzs,0,602,,,,,
wzm,36,602,,,,,
lem,0,602,,,,,
anj,0,602,,,,,
ani,0,602,,,,,
len,0,602,,,,,
wzt,56,602,,,,,
lep,0,602,,,,,
leo,171,602,,,,,
anl,0,602,,,,,
anm,0,602,,,,,
ank,5,602,,,,,
let,0,602,,,,,
ann,150,602,,,,,
lev,0,602,,,,,
ano,0,602,,,,,
anp,0,602,,,,,
les,6,602,,,,,
leu,3,602,,,,,
anq,11,602,,,,,
ley,0,602,,,,,
lex,0,602,,,,,
lew,178,602,,,,,
anr,3,602,,,,,
lf,1,602,,,,,
anu,0,602,,,,,
lf1,0,602,,,,,
anv,3,602,,,,,
ant,18,602,,,,,
ans,0,602,,,,,
lf0,52,602,,,,,
lf2,0,602,,,,,
anw,59,602,,,,,
anx,0,602,,,,,
any,0,602,,,,,
lff,0,602,,,,,
lfb,162,602,,,,,
ao,107,602,,,,,
lfc,4,602,,,,,
lfj,1,602,,,,,
ao2,0,602,,,,,
ao4,1,602,,,,,
ao3,12,602,,,,,
lfm,16,602,,,,,
lfp,49,602,,,,,
lfq,15,602,,,,,
ao6,9,602,,,,,
lfr,3,602,,,,,
aoa,0,602,,,,,
ao5,0,602,,,,,
lfx,0,602,,,,,
aod,0,602,,,,,
lfy,0,602,,,,,
lfz,0,602,,,,,
lg,0,602,,,,,
aom,0,602,,,,,
aoe,49,602,,,,,
lg2,0,602,,,,,
aoi,61,602,,,,,
aon,0,602,,,,,
aos,0,602,,,,,
aop,0,602,,,,,
lgd,1,602,,,,,
aov,1,602,,,,,
lgf,0,602,,,,,
lgc,9,602,,,,,
aow,1,602,,,,,
lge,230,602,,,,,
aoz,54,602,,,,,
ap,1,602,,,,,
lgj,0,602,,,,,
lgm,0,602,,,,,
lgh,22,602,,,,,
lgl,85,602,,,,,
ap2,0,602,,,,,
ap9,29,602,,,,,
apc,0,602,,,,,
ap3,127,602,,,,,
apd,4,602,,,,,
lgs,4,602,,,,,
lgn,235,602,,,,,
lgp,9,602,,,,,
apl,3,602,,,,,
ape,213,602,,,,,
lgu,40,602,,,,,
apm,151,602,,,,,
lgz,71,602,,,,,
lgy,24,602,,,,,
lh,3,602,,,,,
lh2,1,602,,,,,
apr,0,602,,,,,
aps,98,602,,,,,
lhc,0,602,,,,,
lhd,0,602,,,,,
apo,5,602,,,,,
lhb,117,602,,,,,
lhf,0,602,,,,,
wzx,57,602,,,,,
lhe,74,602,,,,,
wzy,0,602,,,,,
wzw,7,602,,,,,
lhg,0,602,,,,,
lhh,0,602,,,,,
lhj,0,602,,,,,
wzz,10,602,,,,,
x,56,602,,,,,
lhl,0,602,,,,,
lhk,2,602,,,,,
x1,3,602,,,,,
x0i,3,602,,,,,
x10,0,602,,,,,
lhp,0,602,,,,,
lhn,39,602,,,,,
x11,11,602,,,,,
lhm,1,602,,,,,
x13,0,602,,,,,
x12,9,602,,,,,
lhr,130,602,,,,,
x15,4,602,,,,,
x2,0,602,,,,,
x14,0,602,,,,,
lhs,22,602,,,,,
lhw,0,602,,,,,
lhq,378,602,,,,,
lht,0,602,,,,,
x2c,0,602,,,,,
lhx,0,602,,,,,
x24,205,602,,,,,
lhy,0,602,,,,,
x3m,0,602,,,,,
x3n,1,602,,,,,
x3,0,602,,,,,
lhz,79,602,,,,,
x4,0,602,,,,,
x6,0,602,,,,,
li,17,602,,,,,
li3,0,602,,,,,
x5,317,602,,,,,
li0,200,602,,,,,
li2,356,602,,,,,
li4,0,602,,,,,
li6,0,602,,,,,
x7,1,602,,,,,
x64,166,602,,,,,
li5,25,602,,,,,
x73,8,602,,,,,
li7,165,602,,,,,
x9,0,602,,,,,
li9,0,602,,,,,
x86,0,602,,,,,
x7n,181,602,,,,,
li8,171,602,,,,,
x99,1,602,,,,,
x8,65,602,,,,,
lia,14,602,,,,,
lib,3,602,,,,,
xa,9,602,,,,,
xag,56,602,,,,,
lic,3,602,,,,,
lid,0,602,,,,,
xan,3,602,,,,,
xal,101,602,,,,,
lif,0,602,,,,,
lig,168,602,,,,,
xar,0,602,,,,,
xas,0,602,,,,,
xat,0,602,,,,,
lii,0,602,,,,,
lie,40,602,,,,,
xb,1,602,,,,,
lih,110,602,,,,,
lik,0,602,,,,,
xbb,0,602,,,,,
xb2,247,602,,,,,
xbg,0,602,,,,,
lij,35,602,,,,,
lim,0,602,,,,,
lil,65,602,,,,,
xbj,0,602,,,,,
xbh,88,602,,,,,
lip,0,602,,,,,
lio,1,602,,,,,
lin,49,602,,,,,
xbk,231,602,,,,,
apu,0,602,,,,,
liq,10,602,,,,,
xbp,6,602,,,,,
apy,67,602,,,,,
xbn,0,602,,,,,
aqa,0,602,,,,,
apz,156,602,,,,,
aq2,9,602,,,,,
aq,0,602,,,,,
aqs,0,602,,,,,
ar2,0,602,,,,,
aqn,60,602,,,,,
ar,107,602,,,,,
ar7,0,602,,,,,
ar3,0,602,,,,,
ara,0,602,,,,,
arb,1,602,,,,,
ar1,0,602,,,,,
ar9,1,602,,,,,
arc,0,602,,,,,
are,0,602,,,,,
arg,0,602,,,,,
ard,80,602,,,,,
arl,0,602,,,,,
arf,0,602,,,,,
ark,1,602,,,,,
arm,0,602,,,,,
aro,1,602,,,,,
aru,0,602,,,,,
arq,1,602,,,,,
ari,3,602,,,,,
arr,4,602,,,,,
art,21,602,,,,,
ars,107,602,,,,,
arw,0,602,,,,,
arv,0,602,,,,,
as2,1,602,,,,,
as7,0,602,,,,,
as,9,602,,,,,
arz,2,602,,,,,
asb,0,602,,,,,
asc,0,602,,,,,
ary,5,602,,,,,
asd,0,602,,,,,
asa,36,602,,,,,
asf,0,602,,,,,
ash,0,602,,,,,
asg,7,602,,,,,
asj,3,602,,,,,
ask,0,602,,,,,
asm,0,602,,,,,
lir,5,602,,,,,
xbs,0,602,,,,,
lis,0,602,,,,,
xbu,0,602,,,,,
asn,0,602,,,,,
aso,0,602,,,,,
liu,0,602,,,,,
liv,0,602,,,,,
lit,14,602,,,,,
xby,0,602,,,,,
asp,2,602,,,,,
xbz,103,602,,,,,
asr,0,602,,,,,
ass,0,602,,,,,
xc2,1,602,,,,,
xc,101,602,,,,,
asu,0,602,,,,,
xc3,0,602,,,,,
lix,4,602,,,,,
liz,0,602,,,,,
liy,113,602,,,,,
asy,0,602,,,,,
lj,0,602,,,,,
xca,21,602,,,,,
xcb,1,602,,,,,
asw,0,602,,,,,
at,0,602,,,,,
ljd,0,602,,,,,
xcc,54,602,,,,,
xcf,0,602,,,,,
ljc,169,602,,,,,
xcg,0,602,,,,,
at3,2,602,,,,,
lj2,21,602,,,,,
at4,1,602,,,,,
xch,0,602,,,,,
at5,0,602,,,,,
xcl,0,602,,,,,
ljf,6,602,,,,,
ljg,7,602,,,,,
ljh,152,602,,,,,
at7,8,602,,,,,
xcj,11,602,,,,,
ata,3,602,,,,,
xcn,0,602,,,,,
lji,0,602,,,,,
atc,1,602,,,,,
atb,3,602,,,,,
xct,0,602,,,,,
atg,0,602,,,,,
xcv,0,602,,,,,
ljj,168,602,,,,,
ati,0,602,,,,,
ljm,0,602,,,,,
ljl,11,602,,,,,
xcx,354,602,,,,,
atl,0,602,,,,,
ljk,18,602,,,,,
xcy,217,602,,,,,
ljn,92,602,,,,,
ato,0,602,,,,,
ljq,3,602,,,,,
ljr,11,602,,,,,
xcz,0,602,,,,,
xd,12,602,,,,,
atn,20,602,,,,,
xd3,1,602,,,,,
xd2,3,602,,,,,
ljs,1,602,,,,,
atr,3,602,,,,,
